DATE,PS_LEVEL,PS_INNOV,PS_VWF
20120430,0.0093264,-0.0145512,-0.00893306
20120531,0.08314395,-0.00823085,0.00272554
20120629,0.01797635,-0.00444035,-0.00550424
20120731,0.01649344,0.09878194,0.00350213
20120831,-0.04171177,-0.02111087,-0.00587981
20120928,0.04736238,0.03668567,-0.01750526
20121031,-0.03324415,-0.04243886,-0.0115721
20121130,-0.01282909,-0.05962658,-0.01617804
20121231,0.01041187,0.02853554,0.01255679
20130131,0.01547497,0.0273841,-0.02241316
20130228,-0.02509183,-0.01666422,-0.01142783
20130328,0.02614261,0.07254397,0.0089536
20130430,0.00069637,-0.01256401,-0.03269508
20130531,-0.00282001,0.00960835,0.00147532
20130628,-0.00378917,0.04177298,-0.01551438
20130731,-0.01611104,0.00873289,0.00576896
20130830,-0.03703058,0.00616555,0.01235653
20130930,-0.03877269,-0.02168278,-0.01703094
20131031,0.05295146,0.09592912,-0.01670258
20131129,-0.08807245,0.02165285,-0.02429037
20131231,0.03036847,0.01721391,-0.00454938
20140131,-0.00932044,0.01899665,0.02959445
20140228,0.02976358,0.03318294,-0.00957576
20140331,-0.00313168,0.02307975,0.02386595
20140430,-0.00649922,-0.00764569,-0.04769491
20140530,-0.07056316,-0.02283607,0.00048243
20140630,0.0403976,0.07616171,0.01073848
20140731,0.02455534,0.03641543,-0.00443675
20140829,-0.00278503,-0.00398344,0.00301077
20140930,-0.01238923,0.00120159,0.01617576
20141031,0.03555233,0.05619882,0.03939847
20141128,-0.03748743,-0.02075327,-0.01793201
20141231,0.03521943,0.05814863,0.02374526
20150130,0.00008204,0.02485197,-0.01664073
20150227,-0.01458424,0.00028861,-0.01463853
20150331,-0.04156524,-0.01556002,0.00240674
20150430,-0.00287614,0.02632482,0.00324702
20150529,0.02203004,0.02173401,0.032772
20150630,0.00040079,0.01086377,0.0140338
20150731,0.02225488,0.02258872,0.00907933
20150831,0.02491062,0.06073759,0.00049027
20150930,-0.10620936,-0.07707615,0.00123859
20151030,0.00809868,0.07949315,-0.06338953
20151130,-0.07022791,-0.03034767,0.03598203
20151231,-0.0100876,-0.01772711,-0.00612219
20160129,-0.04631439,0.00013618,-0.04493098
20160229,0.00294084,0.05082492,-0.02415666
20160331,-0.02160174,0.00441839,-0.0168837
20160429,0.06893679,0.09125697,0.01945801
20160531,-0.04359661,-0.06050801,-0.01045261
20160630,-0.02270674,-0.02916181,0.02074573
20160729,0.02296884,0.01106762,-0.01210395
20160831,0.00715468,-0.02545479,0.00737385
20160930,-0.04097397,-0.03402541,0.02505261
20161031,0.06419388,0.09011394,-0.01189882
20161130,-0.07640832,-0.02210538,0.02615989
20161230,-0.00647032,0.04905468,-0.0268613
20170131,0.05774213,0.06610786,0.00713432
20170228,-0.07804765,-0.0338128,-0.04854004
20170331,-0.00528924,-0.01772495,-0.03657759
20170428,-0.0207534,0.0255501,-0.01793727
20170531,0.08106986,0.06160642,-0.02569458
20170630,0.04184256,0.02932821,0.00667564
20170731,-0.01860441,0.0134905,0.01232393
20170831,0.04041352,0.07432153,-0.02342872
20170929,0.04808992,0.05343882,-0.00319405
20171031,0.0261576,0.0294145,-0.03823855
20171130,0.03725482,0.0212653,0.00789683
20171229,0.03731532,0.04327943,0.03957592
